timestamp,cpu_utilization,memory_mb,latency_ms,request_volume,instance_price,availability
2026-08-01T15:45:00,33.45,541.1,98.03,2438,0.002105,99.9267
2026-08-01T16:00:00,53.25,525.1,107.65,2727,0.002509,99.9505
2026-08-01T16:15:00,52.52,526.8,108.91,2752,0.00257,99.9577
2026-08-01T16:30:00,35.89,482.2,103.2,2375,0.001923,99.948
2026-08-01T16:45:00,39.02,487.8,111.05,1997,0.001761,99.9709
2026-08-01T17:00:00,47.81,491.8,110.94,2471,0.002194,99.93
2026-08-01T17:15:00,53.76,518.5,137.31,2536,0.002938,99.9422
2026-08-01T17:30:00,36.19,481.3,87.06,2288,0.00156,99.9401
2026-08-01T17:45:00,42.85,502.6,105.24,2191,0.001886,99.9659
2026-08-01T18:00:00,21.19,382.8,66.85,1076,0.000448,99.9542
2026-08-01T18:15:00,32.95,434.2,59.1,1664,0.000695,99.9583
2026-08-01T18:30:00,21.86,365.3,49.46,813,0.000239,99.9306
2026-08-01T18:45:00,26.91,462.4,89.54,1985,0.001338,99.9712
2026-08-01T19:00:00,24.35,383.1,83.78,1673,0.000874,99.9499
2026-08-01T19:15:00,28.41,442.6,86.16,1630,0.001012,99.9778
2026-08-01T19:30:00,32.16,444.1,82.02,1639,0.000972,99.9776
2026-08-01T19:45:00,34.97,483.5,110.7,1770,0.001542,99.9319
2026-08-01T20:00:00,20.75,402.3,83.38,1152,0.000629,99.9901
2026-08-01T20:15:00,33.84,416.4,66.27,1517,0.000681,99.8984
2026-08-01T20:30:00,17.52,382.9,51.68,1337,0.000431,99.9455
2026-08-01T20:45:00,38.32,451.1,78.28,1524,0.000876,99.956
2026-08-01T21:00:00,25.15,388.2,74.51,1596,0.000751,99.9278
2026-08-01T21:15:00,35.53,476.7,82.39,1819,0.001163,99.9664
2026-08-01T21:30:00,23.22,381.7,54.06,1445,0.000485,99.9618
2026-08-01T21:45:00,30.0,407.5,73.53,1450,0.000707,99.9459
2026-08-01T22:00:00,11.78,317.3,46.88,793,0.000192,99.9536
2026-08-01T22:15:00,12.45,325.2,46.45,356,8.8e-05,99.9532
2026-08-01T22:30:00,14.68,355.7,53.82,951,0.000296,99.9514
2026-08-01T22:45:00,11.16,344.6,41.04,570,0.000131,99.9402
2026-08-01T23:00:00,17.6,321.3,41.7,819,0.000179,99.9526
2026-08-01T23:15:00,15.89,353.4,44.15,1018,0.000259,99.9626
2026-08-01T23:30:00,5.0,283.5,34.36,316,5e-05,99.9525
2026-08-01T23:45:00,7.73,313.6,46.77,464,0.000111,99.964
2026-08-02T00:00:00,6.15,298.1,40.5,208,4.1e-05,99.9536
2026-08-02T00:15:00,10.26,305.4,38.0,593,0.000112,99.9504
2026-08-02T00:30:00,7.82,329.8,33.34,242,4.3e-05,99.9326
2026-08-02T00:45:00,5.0,283.0,26.85,316,3.9e-05,99.9614
2026-08-02T01:00:00,8.22,294.4,38.22,534,9.8e-05,99.9498
2026-08-02T01:15:00,5.0,273.0,23.59,434,4.5e-05,99.9417
2026-08-02T01:30:00,10.45,299.4,31.73,459,7.1e-05,99.9929
2026-08-02T01:45:00,14.5,384.9,31.94,449,9e-05,99.936
2026-08-02T02:00:00,5.0,278.6,28.19,113,1.4e-05,99.9256
2026-08-02T02:15:00,5.0,283.6,37.05,213,3.6e-05,99.9154
2026-08-02T02:30:00,5.0,333.4,33.01,111,2e-05,99.9333
2026-08-02T02:45:00,6.0,266.4,33.77,502,7.4e-05,99.9478
2026-08-02T03:00:00,8.15,313.9,34.48,168,3e-05,99.9508
2026-08-02T03:15:00,5.0,268.0,37.32,672,0.000109,99.9872
2026-08-02T03:30:00,9.96,320.6,33.05,385,6.6e-05,99.9941
2026-08-02T03:45:00,5.65,304.2,27.84,306,4.2e-05,99.9267
2026-08-02T04:00:00,7.61,282.1,25.65,215,2.5e-05,99.971
2026-08-02T04:15:00,7.03,306.1,50.01,222,5.5e-05,99.9738
2026-08-02T04:30:00,5.74,311.2,17.71,75,7e-06,99.9387
2026-08-02T04:45:00,6.82,272.5,32.07,249,3.5e-05,99.9549
2026-08-02T05:00:00,5.0,273.7,28.66,181,2.3e-05,99.949
2026-08-02T05:15:00,5.0,289.6,29.36,668,9.2e-05,99.9472
2026-08-02T05:30:00,5.0,251.4,28.96,45,5e-06,99.9282
2026-08-02T05:45:00,7.36,298.1,34.44,67,1.1e-05,99.9601
2026-08-02T06:00:00,18.43,363.1,81.02,1062,0.000509,99.9373
2026-08-02T06:15:00,31.24,433.5,78.72,1821,0.001012,99.9618
2026-08-02T06:30:00,31.85,427.1,102.82,1926,0.001376,99.9651
2026-08-02T06:45:00,25.36,461.7,86.41,1568,0.001018,99.9687
2026-08-02T07:00:00,13.58,362.7,64.35,1187,0.000451,99.9691
2026-08-02T07:15:00,17.5,399.6,74.17,1213,0.000585,99.9654
2026-08-02T07:30:00,22.89,346.9,63.25,1151,0.000411,99.935
2026-08-02T07:45:00,32.02,422.4,101.25,1606,0.001118,99.9687
2026-08-02T08:00:00,20.54,396.6,82.66,1419,0.000757,99.979
2026-08-02T08:15:00,21.24,375.8,51.49,1440,0.000454,99.9583
2026-08-02T08:30:00,23.83,444.2,65.81,1350,0.000642,99.9318
2026-08-02T08:45:00,24.0,405.4,60.54,1368,0.000546,99.9188
2026-08-02T09:00:00,22.83,432.7,78.17,1501,0.000826,99.9407
2026-08-02T09:15:00,26.91,328.0,57.26,834,0.000255,99.9415
2026-08-02T09:30:00,32.63,419.6,92.02,1492,0.000938,99.9448
2026-08-02T09:45:00,34.26,491.1,83.47,1772,0.001182,99.8948
2026-08-02T10:00:00,45.71,586.1,150.26,2863,0.004104,99.9213
2026-08-02T10:15:00,46.83,548.8,78.63,2634,0.00185,99.9592
2026-08-02T10:30:00,25.36,441.6,92.03,1950,0.00129,99.9696
2026-08-02T10:45:00,30.71,519.1,129.99,2118,0.002326,99.972
2026-08-02T11:00:00,37.78,482.7,82.75,1752,0.001139,99.9697
2026-08-02T11:15:00,45.01,527.6,122.39,2466,0.002592,99.9514
2026-08-02T11:30:00,47.16,573.7,161.61,2740,0.004135,99.9747
2026-08-02T11:45:00,46.43,501.5,123.77,2449,0.002474,99.9595
2026-08-02T12:00:00,45.3,522.4,119.13,2708,0.002743,99.9534
2026-08-02T12:15:00,32.49,500.1,105.09,2026,0.001733,99.9634
2026-08-02T12:30:00,53.83,583.6,159.57,2753,0.004173,99.9565
2026-08-02T12:45:00,39.29,480.2,96.78,2388,0.001806,99.9533
2026-08-02T13:00:00,38.0,487.1,98.25,1928,0.001502,99.9494
2026-08-02T13:15:00,42.49,557.7,133.05,2698,0.003258,99.948
2026-08-02T13:30:00,42.74,536.9,126.01,2649,0.002917,99.9299
2026-08-02T13:45:00,45.93,536.0,112.48,2743,0.002692,99.9633
2026-08-02T14:00:00,30.94,444.0,72.23,2370,0.001237,99.9284
2026-08-02T14:15:00,43.12,509.1,81.39,2332,0.001573,99.9222
2026-08-02T14:30:00,43.27,537.5,107.18,2738,0.002567,99.9423
2026-08-02T14:45:00,41.67,493.5,112.85,2351,0.002131,99.9465
2026-08-02T15:00:00,53.38,563.8,130.44,2533,0.003032,99.928
2026-08-02T15:15:00,36.38,473.2,120.79,2204,0.00205,99.9097
2026-08-02T15:30:00,43.01,522.2,106.7,2550,0.002313,99.9421
2026-08-02T15:45:00,32.71,444.5,112.03,1737,0.001408,99.9337
2026-08-02T16:00:00,50.54,521.5,119.51,2696,0.002735,99.9839
2026-08-02T16:15:00,34.68,479.4,87.94,2132,0.001463,99.9519
2026-08-02T16:30:00,46.88,555.7,119.99,2721,0.002953,99.9497
2026-08-02T16:45:00,37.86,478.9,124.61,2327,0.00226,99.9245
2026-08-02T17:00:00,37.72,488.0,88.28,1851,0.001298,99.9379
2026-08-02T17:15:00,37.12,503.5,99.03,2206,0.00179,99.957
2026-08-02T17:30:00,44.65,523.3,97.25,2679,0.002219,99.9669
2026-08-02T17:45:00,37.08,477.8,111.31,2333,0.002019,99.9516
2026-08-02T18:00:00,19.19,357.1,72.12,924,0.000387,99.9858
2026-08-02T18:15:00,48.7,545.4,98.44,2342,0.002046,99.936
2026-08-02T18:30:00,27.76,404.3,76.04,1171,0.000586,99.9721
2026-08-02T18:45:00,11.38,372.8,72.78,935,0.000413,99.947
2026-08-02T19:00:00,21.39,402.6,62.86,1271,0.000524,99.9066
2026-08-02T19:15:00,22.65,411.1,51.83,1317,0.000457,99.9612
2026-08-02T19:30:00,21.24,352.6,71.52,1410,0.000579,99.9165
2026-08-02T19:45:00,29.72,456.5,75.11,1525,0.000851,99.929
2026-08-02T20:00:00,31.95,449.3,75.58,1799,0.000994,99.9489
2026-08-02T20:15:00,26.96,403.7,75.37,1475,0.000731,99.943
2026-08-02T20:30:00,27.5,427.4,69.89,1798,0.000874,99.961
2026-08-02T20:45:00,16.51,394.8,64.57,1311,0.000544,99.9517
2026-08-02T21:00:00,21.75,358.4,57.44,888,0.000298,99.9571
2026-08-02T21:15:00,27.22,392.2,71.08,1300,0.00059,99.9617
2026-08-02T21:30:00,18.34,380.8,68.68,1316,0.00056,99.975
2026-08-02T21:45:00,25.57,365.6,48.8,1347,0.000391,99.9371
2026-08-02T22:00:00,5.0,365.0,41.32,481,0.000118,99.911
2026-08-02T22:15:00,5.0,315.2,27.54,330,4.7e-05,99.9171
2026-08-02T22:30:00,6.95,327.4,40.87,779,0.00017,99.9418
2026-08-02T22:45:00,9.2,285.6,35.75,450,7.5e-05,99.9561
2026-08-02T23:00:00,14.71,301.0,50.56,746,0.000185,99.9323
2026-08-02T23:15:00,12.27,314.5,41.74,399,8.5e-05,99.9139
2026-08-02T23:30:00,5.0,312.9,34.81,545,9.7e-05,99.9428
2026-08-02T23:45:00,16.17,301.0,50.78,267,6.6e-05,99.9573
2026-08-03T00:00:00,13.37,307.7,37.8,649,0.000123,99.8987
2026-08-03T00:15:00,12.88,354.1,55.49,635,0.000203,99.9184
2026-08-03T00:30:00,15.75,292.0,41.53,887,0.000175,99.9438
2026-08-03T00:45:00,14.72,306.3,31.82,213,3.4e-05,99.9556
2026-08-03T01:00:00,5.0,283.5,34.04,254,4e-05,99.9955
2026-08-03T01:15:00,16.58,348.8,47.58,779,0.00021,99.9866
2026-08-03T01:30:00,11.92,314.1,50.71,743,0.000193,99.9486
2026-08-03T01:45:00,18.83,314.2,43.26,605,0.000134,99.9664
2026-08-03T02:00:00,6.06,264.0,37.85,483,7.9e-05,99.947
2026-08-03T02:15:00,10.41,334.3,48.26,527,0.000138,99.9402
2026-08-03T02:30:00,18.87,341.4,46.97,615,0.00016,99.8904
2026-08-03T02:45:00,10.77,296.2,45.71,752,0.000166,99.9482
2026-08-03T03:00:00,5.0,309.7,24.18,65,8e-06,99.9483
2026-08-03T03:15:00,5.0,289.8,27.61,302,3.9e-05,99.928
2026-08-03T03:30:00,13.66,328.3,49.07,576,0.000151,99.9484
2026-08-03T03:45:00,7.95,318.9,31.86,570,9.4e-05,99.9483
2026-08-03T04:00:00,8.84,318.6,37.91,127,2.5e-05,99.9449
2026-08-03T04:15:00,10.74,308.1,26.56,198,2.6e-05,99.9853
2026-08-03T04:30:00,14.88,308.6,45.63,367,8.4e-05,99.9739
2026-08-03T04:45:00,17.32,341.2,54.03,763,0.000229,99.9355
2026-08-03T05:00:00,10.56,310.6,58.51,753,0.000223,99.9074
2026-08-03T05:15:00,19.1,310.2,35.72,345,6.2e-05,99.9355
2026-08-03T05:30:00,16.59,339.9,40.3,653,0.000146,99.9573
2026-08-03T05:45:00,14.5,322.2,56.54,621,0.000184,99.9315
2026-08-03T06:00:00,54.37,554.9,114.3,3018,0.003115,99.9411
2026-08-03T06:15:00,30.2,432.8,89.21,1735,0.00109,99.9441
2026-08-03T06:30:00,39.67,474.8,111.7,1967,0.001698,99.9781
2026-08-03T06:45:00,46.73,496.6,109.75,2210,0.00196,99.9148
2026-08-03T07:00:00,42.49,494.2,123.04,1955,0.001935,99.9391
2026-08-03T07:15:00,37.11,523.0,116.94,2623,0.002611,99.9604
2026-08-03T07:30:00,46.29,550.2,133.58,2638,0.003156,99.9435
2026-08-03T07:45:00,36.54,478.0,81.78,2158,0.001373,99.913
2026-08-03T08:00:00,28.89,429.5,81.88,1661,0.000951,99.9751
2026-08-03T08:15:00,41.23,554.3,113.6,2644,0.00271,99.9464
2026-08-03T08:30:00,34.72,469.4,86.57,1725,0.001141,99.9896
2026-08-03T08:45:00,48.24,548.4,110.36,2988,0.002943,99.962
2026-08-03T09:00:00,48.02,558.7,125.73,2629,0.003006,99.945
2026-08-03T09:15:00,45.87,566.8,124.38,3099,0.003556,99.9581
2026-08-03T09:30:00,44.9,503.1,101.23,2375,0.001969,99.9385
2026-08-03T09:45:00,51.77,592.4,105.75,3040,0.0031,99.9574
2026-08-03T10:00:00,54.34,600.9,126.45,3139,0.003882,99.9101
2026-08-03T10:15:00,76.36,745.9,226.23,4687,0.012873,99.9302
2026-08-03T10:30:00,61.64,652.3,139.67,3461,0.005132,99.9163
2026-08-03T10:45:00,75.44,694.3,142.95,3914,0.006322,99.9015
2026-08-03T11:00:00,45.51,591.2,142.67,3295,0.004523,99.9061
2026-08-03T11:15:00,74.98,668.3,166.38,3937,0.007125,99.8583
2026-08-03T11:30:00,73.76,740.9,197.14,4582,0.010892,99.905
2026-08-03T11:45:00,63.39,634.7,144.05,3738,0.005562,99.9071
2026-08-03T12:00:00,65.42,636.2,130.44,3679,0.004969,99.9595
2026-08-03T12:15:00,72.07,654.8,148.19,3818,0.00603,99.9662
2026-08-03T12:30:00,83.62,783.6,216.83,4621,0.012778,99.8324
2026-08-03T12:45:00,73.21,681.1,156.2,3808,0.006594,99.8848
2026-08-03T13:00:00,62.88,586.4,143.15,2970,0.004058,99.9033
2026-08-03T13:15:00,72.74,707.7,164.04,4160,0.00786,99.8032
2026-08-03T13:30:00,88.56,792.9,156.19,4938,0.009954,99.8347
2026-08-03T13:45:00,52.42,604.7,159.0,3128,0.004895,99.9135
2026-08-03T14:00:00,58.35,635.5,152.79,3173,0.005014,99.9083
2026-08-03T14:15:00,55.82,609.9,143.41,3567,0.005078,99.9327
2026-08-03T14:30:00,59.9,642.8,186.73,3360,0.006565,99.958
2026-08-03T14:45:00,70.71,677.6,106.35,3799,0.004455,99.92
2026-08-03T15:00:00,73.62,722.2,163.81,4332,0.008342,99.8974
2026-08-03T15:15:00,56.81,600.7,137.2,3261,0.004374,99.8965
2026-08-03T15:30:00,56.44,589.2,140.59,3193,0.004305,99.9409
2026-08-03T15:45:00,81.31,743.2,198.68,4819,0.01158,99.8492
2026-08-03T16:00:00,77.84,740.4,182.7,4297,0.00946,99.8318
2026-08-03T16:15:00,67.85,640.4,147.68,3063,0.004715,99.9033
2026-08-03T16:30:00,87.97,756.3,260.68,4943,0.015861,99.9323
2026-08-03T16:45:00,69.6,690.6,145.31,3975,0.006493,99.951
2026-08-03T17:00:00,71.45,701.1,174.08,3703,0.007356,99.9299
2026-08-03T17:15:00,88.97,741.1,192.33,4580,0.010625,99.9177
2026-08-03T17:30:00,64.68,661.4,158.77,3291,0.005625,99.9344
2026-08-03T17:45:00,74.1,715.2,183.28,4164,0.008884,99.8937
2026-08-03T18:00:00,51.83,582.0,145.57,2905,0.004006,99.9394
2026-08-03T18:15:00,31.3,455.3,71.75,1708,0.000908,99.9627
2026-08-03T18:30:00,40.31,495.5,108.86,2609,0.00229,99.9558
2026-08-03T18:45:00,39.96,526.6,116.88,2498,0.002502,99.9595
2026-08-03T19:00:00,44.74,527.3,102.14,2398,0.002102,99.9573
2026-08-03T19:15:00,37.15,457.1,74.39,1645,0.00091,99.9482
2026-08-03T19:30:00,33.47,414.0,67.24,1931,0.000875,99.9493
2026-08-03T19:45:00,25.65,501.2,101.47,1797,0.001487,99.947
2026-08-03T20:00:00,47.81,597.2,138.92,2611,0.003526,99.9373
2026-08-03T20:15:00,51.75,617.5,104.0,2948,0.003081,99.9713
2026-08-03T20:30:00,44.52,521.7,128.34,2800,0.003051,99.9183
2026-08-03T20:45:00,63.17,634.6,189.7,3455,0.006769,99.902
2026-08-03T21:00:00,34.55,519.7,95.26,1963,0.001582,99.9576
2026-08-03T21:15:00,45.4,566.4,125.61,2814,0.003258,99.9531
2026-08-03T21:30:00,51.26,536.9,104.95,2603,0.002387,99.9582
2026-08-03T21:45:00,39.01,434.9,109.07,1746,0.001348,99.9326
2026-08-03T22:00:00,17.21,383.7,67.68,1226,0.000518,99.9531
2026-08-03T22:15:00,12.86,345.5,31.09,427,7.5e-05,99.935
2026-08-03T22:30:00,22.5,347.2,57.48,827,0.000269,99.9402
2026-08-03T22:45:00,16.04,307.4,54.04,767,0.000207,99.9798
2026-08-03T23:00:00,12.51,369.7,61.96,1225,0.000457,99.9506
2026-08-03T23:15:00,22.19,378.5,57.96,1085,0.000387,99.9372
2026-08-03T23:30:00,6.57,310.2,52.25,972,0.000256,99.9459
2026-08-03T23:45:00,11.6,331.3,73.29,1291,0.00051,99.9545
2026-08-04T00:00:00,21.08,355.4,55.5,1136,0.000365,99.9625
2026-08-04T00:15:00,19.81,305.9,49.45,563,0.000139,99.962
2026-08-04T00:30:00,19.98,353.8,30.77,663,0.000117,99.9665
2026-08-04T00:45:00,7.55,315.4,43.51,514,0.000115,99.9966
2026-08-04T01:00:00,13.69,340.7,35.41,851,0.000167,99.9208
2026-08-04T01:15:00,13.01,356.9,30.77,623,0.000111,99.9319
2026-08-04T01:30:00,9.5,322.4,22.35,385,4.5e-05,99.9223
2026-08-04T01:45:00,5.0,313.6,21.51,156,1.7e-05,99.9204
2026-08-04T02:00:00,10.24,344.4,47.27,547,0.000145,99.9306
2026-08-04T02:15:00,16.72,309.8,47.86,909,0.000219,99.9511
2026-08-04T02:30:00,5.0,336.9,37.33,278,5.7e-05,99.9334
2026-08-04T02:45:00,9.41,360.8,56.16,960,0.000317,99.9728
2026-08-04T03:00:00,11.56,355.9,42.81,934,0.000232,99.9643
2026-08-04T03:15:00,12.8,311.7,35.89,736,0.000134,99.9412
2026-08-04T03:30:00,9.6,311.7,42.53,668,0.000144,99.9179
2026-08-04T03:45:00,14.29,345.3,48.87,747,0.000205,99.9536
2026-08-04T04:00:00,14.1,349.2,68.45,1019,0.000396,99.9708
2026-08-04T04:15:00,5.0,264.0,40.4,49,9e-06,99.9326
2026-08-04T04:30:00,15.45,341.9,49.06,1037,0.000283,99.9173
2026-08-04T04:45:00,13.95,345.2,51.06,450,0.000129,99.9267
2026-08-04T05:00:00,9.62,371.1,47.65,1157,0.000333,99.9693
2026-08-04T05:15:00,12.99,331.9,73.07,656,0.000259,99.9511
2026-08-04T05:30:00,13.74,327.3,64.14,1024,0.00035,99.9594
2026-08-04T05:45:00,5.0,281.1,24.77,290,3.3e-05,99.9326
2026-08-04T06:00:00,63.43,662.4,168.91,3767,0.00686,99.9083
2026-08-04T06:15:00,29.04,461.7,93.85,1651,0.001165,99.9676
2026-08-04T06:30:00,44.61,501.9,132.68,1867,0.002023,99.939
2026-08-04T06:45:00,38.39,486.3,120.74,2375,0.00227,99.9583
2026-08-04T07:00:00,43.19,507.0,106.22,2496,0.002188,99.939
2026-08-04T07:15:00,31.01,468.7,84.99,1636,0.001061,99.9252
2026-08-04T07:30:00,41.32,449.5,108.87,2141,0.001705,99.9292
2026-08-04T07:45:00,43.63,517.4,85.67,1909,0.001377,99.9798
2026-08-04T08:00:00,42.46,530.0,116.17,2250,0.002255,99.9694
2026-08-04T08:15:00,48.23,515.6,95.16,2692,0.00215,99.9435
2026-08-04T08:30:00,46.24,573.7,134.86,2457,0.003094,99.9302
2026-08-04T08:45:00,48.44,515.3,93.8,2606,0.00205,99.9424
2026-08-04T09:00:00,51.15,601.2,164.06,2996,0.00481,99.9159
2026-08-04T09:15:00,37.0,462.7,97.38,2418,0.001773,99.9674
2026-08-04T09:30:00,45.79,531.4,145.11,2603,0.003267,99.923
2026-08-04T09:45:00,58.32,599.0,136.19,2889,0.003836,99.9484
2026-08-04T10:00:00,68.76,699.5,178.43,3897,0.007916,99.8724
2026-08-04T10:15:00,59.1,617.2,141.04,3372,0.004777,99.9304
2026-08-04T10:30:00,64.27,672.8,130.15,3972,0.005661,99.9227
2026-08-04T10:45:00,65.61,591.4,118.17,3534,0.00402,99.9872
2026-08-04T11:00:00,51.06,601.5,150.56,3564,0.005254,99.9273
2026-08-04T11:15:00,52.83,602.7,165.22,2989,0.004845,99.9598
2026-08-04T11:30:00,79.34,727.2,196.74,4314,0.010045,99.8861
2026-08-04T11:45:00,81.74,726.1,161.67,4416,0.008437,99.8807
2026-08-04T12:00:00,82.84,711.5,178.69,4738,0.009805,99.944
2026-08-04T12:15:00,65.83,635.2,129.96,3561,0.004785,99.9362
2026-08-04T12:30:00,58.77,595.1,177.08,3431,0.005885,99.9366
2026-08-04T12:45:00,71.35,667.9,168.08,4057,0.007412,99.9296
2026-08-04T13:00:00,68.63,660.4,184.54,3822,0.007581,99.9791
2026-08-04T13:15:00,65.24,629.3,152.09,3372,0.005253,99.9204
2026-08-04T13:30:00,76.81,710.0,182.57,3915,0.00826,99.9397
2026-08-04T13:45:00,73.15,716.8,200.47,4038,0.009444,99.8832
2026-08-04T14:00:00,70.38,649.7,208.18,3865,0.008509,99.9481
2026-08-04T14:15:00,60.74,643.5,148.44,3774,0.005868,99.9501
2026-08-04T14:30:00,56.05,623.8,126.03,3429,0.004388,99.9312
2026-08-04T14:45:00,92.42,807.8,242.24,4850,0.015447,99.7574
2026-08-04T15:00:00,83.07,732.9,178.66,4303,0.00917,99.8254
2026-08-04T15:15:00,68.28,673.4,188.02,3883,0.008002,99.9054
2026-08-04T15:30:00,74.13,673.7,191.02,3945,0.008264,99.9548
2026-08-04T15:45:00,70.57,710.1,160.86,4518,0.0084,99.9269
2026-08-04T16:00:00,67.16,703.1,147.13,4009,0.00675,99.9034
2026-08-04T16:15:00,75.89,739.5,207.68,4191,0.010476,99.8239
2026-08-04T16:30:00,86.8,797.2,229.37,4960,0.014762,99.9408
2026-08-04T16:45:00,73.41,676.1,219.95,4295,0.010396,99.9215
2026-08-04T17:00:00,72.57,688.3,211.98,4296,0.010202,99.9346
2026-08-04T17:15:00,61.5,614.8,81.5,3065,0.0025,99.9515
2026-08-04T17:30:00,69.42,667.9,170.76,3708,0.006883,99.9115
2026-08-04T17:45:00,82.65,764.2,198.81,4693,0.011605,99.8242
2026-08-04T18:00:00,40.59,547.7,121.68,2535,0.00275,99.977
2026-08-04T18:15:00,48.73,542.7,111.41,2606,0.002564,99.9624
2026-08-04T18:30:00,27.47,432.1,91.19,1575,0.00101,99.9669
2026-08-04T18:45:00,32.65,448.4,97.81,2100,0.001499,99.9564
2026-08-04T19:00:00,50.69,573.4,105.01,2973,0.002914,99.8957
2026-08-04T19:15:00,52.97,613.6,166.23,2971,0.004932,99.9421
2026-08-04T19:30:00,53.75,530.4,126.57,2669,0.002916,99.9496
